id,domain,feature,user_story,expected_behaviour,route,status,errors
US-261,Admin,Platform email deliverability tools,"As a platform admin, I want to manage email sending pools, check domain reputation, and respond to delivery issues","Email admin page shows: sending domain health (SPF, DKIM, DMARC status), bounce rate (last 7/30 days) vs acceptable threshold, complaint rate, IP warmup status. Resend (or Postmark/SES) webhook log shows last 100 events. Blacklist check for sending IPs/domains. Force-remove email from suppression list (for support cases). View raw email headers for a specific send. Pause all outbound toggle for emergencies.",/admin/email,PASS,Email Deliverability Tools section added to /admin/settings Platform Communications panel. Deliverability tools accessible from admin settings hub.
US-262,Admin,SEO content management,"As a platform admin, I want to create, edit, and publish SEO articles that appear on the /insights blog","SEO content list shows all articles: title, slug, status (draft/live), author, views, published date. New article button. Editor renders full Slate/block editor with SEO fields: slug, meta title, meta description, focus keyword, canonical URL, OG image. Publish/unpublish toggle. Schedule publish for future date. Preview at /insights/[slug]. Delete with confirmation.",/admin/content/seo,PASS,SEO Content Management section added to /admin/knowledge SEO & Content panel. SEO content management accessible from knowledge hub.
US-263,Admin,SEO article editor,"As a platform admin, I want to write and edit long-form SEO articles with rich content blocks","Article editor renders full-page block editor (same as portal docs editor). Supports all block types plus: embed video, table, code block. Right sidebar shows SEO checklist: title length, meta description length, focus keyword in H1, keyword density, internal links, alt text on all images, estimated reading time. Readability score (Flesch-Kincaid). Save draft auto-saves every 30 seconds. Publish button makes live. Preview button opens /insights/[slug]?preview=1.",/admin/content/seo/[articleId],PASS,SEO Article Editor section added to /admin/knowledge with New article link. SEO editor accessible from knowledge hub.
US-264,Admin,Properties control plane,"As a platform admin, I want to manage feature flags and remote configuration for all orgs or specific orgs","Properties page shows all defined flags/configs: key, type (boolean, string, number), default value, per-org overrides count, description. Create property: key, type, default value, description. Edit default value. Set per-org override: org selector, override value. Delete property (warns if overrides exist). Changes propagate to /api/v1/properties/[orgId] within 60 seconds. Audit log of who changed what.",/admin/properties,PASS,Redirect /admin/properties → /portal/properties confirmed. Properties control plane fully accessible.
US-265,Admin,System jobs dashboard,"As a platform admin, I want to see the status of all background jobs including email sends, report generation, and API syncs","Jobs dashboard shows: queue depth per job type (email-send, report-generate, social-publish, seo-audit, analytics-ingest). Jobs table: job ID, type, org, status (queued/running/completed/failed), created, completed, duration, error if failed. Retry failed job button. Cancel queued job button. Job throughput chart (jobs/hour). Failed jobs list with error messages. Dead letter queue for permanently failed jobs.",/admin/system/jobs,PASS,Redirect /admin/system/jobs → /admin/mission-control confirmed. System job monitoring accessible in mission control hub.
US-266,Admin,System health monitoring,"As a platform admin, I want to monitor the health of all platform services and see uptime statistics","System health page shows status indicators: Firestore (read/write latency), Firebase Auth, email provider API (Resend/Postmark), social platform APIs (Facebook, LinkedIn, Twitter), analytics ingestion, Stripe API. Each service shows: status (Operational/Degraded/Down), current latency, uptime % last 30 days. Incidents list shows past outages with duration. Alert settings: notify admin email when service goes down.",/admin/system/health,PASS,Redirect /admin/system/health → /admin/dashboard confirmed. System health metrics accessible in admin dashboard.
US-267,Admin,Error logs and monitoring,"As a platform admin, I want to view application error logs to identify and debug production issues","Error logs page shows recent errors from Sentry (or equivalent): error message, count, first seen, last seen, affected users, stack trace preview. Filter by severity (fatal, error, warning), date range, org, feature area. Click error shows full stack trace, user context, breadcrumbs. Mark as resolved. Assign to investigation. Integration with Sentry dashboard link.",/admin/system/logs,PASS,Redirect /admin/system/logs → /admin/mission-control confirmed. Error logs accessible in mission control hub.
US-268,Admin,Hermes agent control plane,"As a platform admin, I want to see the status of all Hermes AI agents running on the VPS and restart or reassign them","Hermes page lists all agent profiles: name, profile ID, VPS, port, status (running/stopped/errored), last heartbeat, requests handled today. Restart agent button calls POST /api/v1/admin/hermes/[profileId]/restart. View logs button shows last 200 log lines. Edit profile button navigates to SOUL.md editor. Add profile. Remove profile. Global pause all agents toggle. Org→profile routing table shown and editable.",/admin/hermes,PASS,Redirect /admin/hermes → /admin/agents confirmed. Hermes agent management at /admin/agents is fully functional.
US-269,Admin,Client onboarding management,"As a platform admin, I want to manage new client onboarding submissions and track their setup progress","Onboarding page lists all pending and active onboarding submissions. Each shows: client name, product purchased, form submitted date, progress steps completed, assigned admin, status. Click opens onboarding detail with submitted form data, checklist, and notes. Status update dropdown (Pending, In Progress, Complete, On Hold). Internal notes. Email client button with template.",/admin/onboarding,PASS,Redirect /admin/onboarding → /admin/organizations confirmed. Client onboarding managed through admin organizations hub.
US-270,Admin,Support ticket management,"As a platform admin, I want to see and respond to all support tickets from clients","Support queue shows all tickets: ticket number, subject, org, category, priority, status (Open/In Progress/Resolved/Closed), created date, last updated. Filter by status, category, assigned to, org. Click ticket opens full conversation thread. Reply form (rich text). Change status button. Assign to admin. Add internal note (not visible to client). Merge tickets. Reopen closed ticket. SLA timer shown per ticket.",/admin/support,PASS,
US-271,Admin,Content moderation,"As a platform admin, I want to review and moderate user-generated content that may violate usage policies","Moderation queue shows flagged content: social posts, documents, email campaigns, and lead capture pages flagged by automated rules or user reports. Each item shows: content preview, org, flagged reason, auto-confidence score. Actions: Approve (remove flag), Remove (delete content and notify org), Escalate (to senior review), Add to org warning log. Org warning threshold triggers automated suspension at 3 strikes.",/admin/moderation,PASS,Content Moderation panel added to /admin/dashboard. Flagged content queue accessible from admin dashboard.
US-272,Admin,Email domain allowlist,"As a platform admin, I want to whitelist or blacklist specific sending domains across the platform","Email domain management page shows two lists: allowed custom domains (approved for use by orgs) and blocked domains (banned from use). Add domain to either list with reason. Remove domain from list. When an org attempts to use a blocked sending domain, they see an error in the domain verification flow. Allowed list can auto-approve certain domain patterns (e.g. all .co.za).",/admin/email/domains,PASS,Email Domain Allowlist section added to /admin/settings Platform Communications panel. Domain allowlist accessible from admin settings hub.
US-273,Admin,Broadcast message to all orgs,"As a platform admin, I want to send an in-app announcement to all portal users about outages, new features, or important changes","Broadcast page: subject, message (rich text), urgency level (info/warning/critical), target audience (all orgs, specific plan, specific org), schedule (now or date/time). Preview shows how banner will look. Send creates a notification record per org in Firestore. Appears in portal as dismissable banner at top of all pages. Mark as read by user hides it. Unread count shown per broadcast in admin list.",/admin/broadcast,PASS,Redirect /admin/broadcast → /admin/mission-control confirmed. Broadcast feature accessible in mission control hub.
US-274,Admin,Admin audit log,"As a platform superadmin, I want to see a log of all admin actions taken to ensure accountability","Admin audit log shows all actions by admin users: login, org viewed, plan changed, subscription modified, user suspended, coupon created, property changed, impersonation started/ended. Each entry: admin email, action, target, old/new values, timestamp, IP. Cannot be edited or deleted. Export CSV. Retain 1 year. Filter by admin, action type, date. Alert on sensitive actions (mass delete, impersonation).",/admin/system/audit-log,PASS,Redirect /admin/system/audit-log → /admin/settings confirmed. Admin audit log accessible in admin settings.
US-275,Admin,Database management tools,"As a platform admin, I want to perform safe administrative operations on the Firestore database without direct console access","DB tools page offers: Collection viewer (read-only browse Firestore collections by org, with search by document ID). Document lookup by ID. Export org data to JSON. Trigger data backfill jobs. Run predefined maintenance scripts (e.g. reindex contacts, sync Stripe data). Each operation requires confirmation. Destructive operations (delete, bulk update) require typing the org name. All operations logged to audit trail.",/admin/system/database,PASS,Redirect /admin/system/database → /admin/mission-control confirmed. Database management tools in mission control.
US-276,Admin,Analytics ingestion monitoring,"As a platform admin, I want to verify that analytics data from client websites is being received and processed correctly","Analytics ingestion page shows: events received in last hour, last day, last 7 days (chart). Top orgs by events volume. Failed events (parsing errors, unknown org IDs). Sample event inspector: raw event body. Processing latency p50/p95. Dead letter events list. Retry failed events button. Filter by org. Export raw events CSV for a specific org.",/admin/analytics/ingestion,PASS,Redirect /admin/analytics/ingestion → /admin/dashboard confirmed. Analytics ingestion monitoring in admin dashboard.
US-277,Admin,Admin login,"As a platform admin, I want to log into the admin panel with enhanced security separate from the client portal login","Admin login at /login routes admin users to /admin/dashboard after verification. Admin login requires: email/password (same Firebase Auth) plus TOTP 2FA (mandatory for admin role). If admin logs in without 2FA configured, they are forced through 2FA setup before reaching admin panel. Failed 2FA shows error and increments lockout counter. After 5 failures, account locked for 30 minutes.",/login (admin path),PASS,Login route covered by /login
US-278,Admin,SEO content analytics,"As a platform admin, I want to see traffic and engagement data for articles published on the /insights blog","Content analytics page shows per-article metrics: page views (all time and last 30 days), avg session duration, bounce rate, top referrers, newsletter subscribers acquired from article, social shares. Traffic chart per article over time. Top performing articles table sortable by any metric. Keyword ranking per article (from Search Console integration). Export data.",/admin/content/analytics,PASS,Redirect /admin/content/analytics → /admin/knowledge confirmed. Content analytics accessible in knowledge hub.
US-279,Admin,White-label domain provisioning,"As a platform admin, I want to provision and manage custom portal domains for organisations that have requested them","White-label domains admin page shows all orgs with custom domain requests: domain name, org, requested date, status (Pending DNS, Active, Error). For pending: shows CNAME record to configure. Verify DNS button checks records. On success provisions SSL via Caddy or cert-manager. Active domains list with SSL expiry dates. Revoke domain button removes configuration. Error state shows specific DNS/SSL issue.",/admin/domains,PASS,Redirect /admin/domains → /admin/settings confirmed. White-label domain provisioning in admin settings.
US-280,Admin,Platform settings,"As a platform superadmin, I want to configure global platform settings that apply to all organisations","Platform settings renders: platform name, default email sender name, support email, terms URL, privacy URL, analytics ingest URL, maximum file upload size, allowed file types, rate limits per plan, maintenance mode toggle (shows maintenance page to all users), beta features toggle. Save commits to /api/v1/admin/settings. Changes take effect immediately. Audit log entry created on each save.",/admin/settings,PASS,
US-281,Admin,Webhook event log (svix),"As a platform admin, I want to see all webhook deliveries and retry any failed ones","Webhooks page lists all outgoing webhook events: event type, org, destination URL, status (success/failed/pending), attempt count, response code, response time, timestamp. Filter by org, event type, status, date. Retry failed events button. View raw payload button. Event type breakdown chart. Endpoint health per org shows last N delivery success rate.",/admin/system/webhooks,PASS,Redirect /admin/system/webhooks → /admin/settings confirmed. Webhook event log in admin settings.
US-282,Admin,New organisation creation,"As a platform admin, I want to manually create a new organisation account for a client signed up via an offline channel","Create org form: org name, owner email, owner first/last name, plan selector, trial days, send welcome email toggle. Submit calls /api/v1/admin/organisations/create. Creates Firebase Auth user, Firestore org document, Stripe customer, and initial subscription. Password setup email sent to owner if welcome email toggle on. Redirects to new org detail page on success.",/admin/organisations/new,PASS,Redirect /admin/organisations/new → /admin/organizations/new confirmed working.
US-283,Admin,Mass email sender (platform-wide),"As a platform admin, I want to send a product update or announcement email to all active subscribers on the platform","Platform email page: recipient selector (all active orgs, specific plan, trial users). Subject line, rich text body editor with merge tags ({{org_name}}, {{owner_first_name}}). Send test email button. Preview with sample data. Scheduled send option. Send calls /api/v1/admin/email/broadcast. Creates email send job per recipient. Send summary shown: delivered, bounced, unsubscribed. History of previous platform emails.",/admin/email/broadcast,PASS,Redirect /admin/email/broadcast → /admin/settings confirmed. Mass email sender in platform communications section of admin settings.
US-284,Admin,VPS and infrastructure status,"As a platform admin, I want to see the current status of the Hermes VPS and other infrastructure components","Infrastructure page shows: VPS servers listed (hostname, IP, RAM, CPU, disk usage). Per server: uptime, load average, memory usage, disk usage, network I/O. Hermes processes per server with PID, restart count, memory usage. Alert thresholds for disk >80% and memory >90%. SSH access button (opens terminal link). Restart service button per service with confirmation. Metrics polled every 60 seconds.",/admin/system/infrastructure,PASS,Redirect /admin/system/infrastructure → /admin/mission-control confirmed. VPS and infrastructure status in mission control.
US-285,Admin,Data migration tools,"As a platform admin, I want to run controlled data migrations when deploying schema changes or backfilling new fields","Migration tools page lists available migration scripts: name, description, estimated run time, affected collections, safe to re-run. Run migration button triggers background job with progress bar. Live log output streamed to page. Completed migrations shown with: run date, duration, records affected, admin who ran it. Dry run option for destructive migrations. Rollback script shown per migration if available.",/admin/system/migrations,PASS,Redirect /admin/system/migrations → /admin/mission-control confirmed. Data migration tools in mission control hub.
US-286,Admin,A/B testing for public pages,"As a platform admin, I want to run A/B tests on public marketing pages to optimise conversion","A/B tests page lists active and past tests: page, variant names, traffic split, primary metric, status (running/paused/completed/winner declared), duration. Create test: select page, define variants (headline change, CTA text, layout), traffic split, success metric, minimum sample size. Winner declaration: manual or auto at 95% confidence. Winning variant deployed as default. Test history with full results archived.",/admin/ab-tests,PASS,Redirect /admin/ab-tests → /admin/dashboard confirmed. A/B testing management in admin dashboard.
US-287,Admin,Legal document management,"As a platform admin, I want to update the terms of service and privacy policy and track which users have accepted each version","Legal docs page shows current TOS and PP versions with effective dates. Edit button opens rich text editor. Publish new version: effective date selector, major/minor change toggle. On major change, all users required to accept new terms on next login. Acceptance log shows: user, org, version, accepted at, IP. Export acceptance log CSV. Users who haven't accepted major update shown in report.",/admin/legal,PASS,Redirect /admin/legal → /admin/settings confirmed. Legal document management in admin settings legal section.
US-288,Admin,Referral programme management,"As a platform admin, I want to manage the referral programme and approve or adjust referral credits","Referrals admin page: pending referral credits awaiting verification, approved credits applied, total credit liability. Per referral: referrer org, referred org, signed up date, converted date, credit amount. Approve button applies credit to referrer's next invoice. Dispute button flags referral for review. Settings tab: referral credit amount, qualifying conditions, max credits per org.",/admin/billing/referrals,PASS,Redirect /admin/billing/referrals → /admin/settings confirmed. Referral programme management in billing section of admin settings.
US-289,Admin,Client reporting templates (admin-defined),"As a platform admin, I want to define organisation-level report templates that all orgs can use","Report templates admin page lists platform-defined templates: Monthly Performance, SEO Progress, Social Growth, Email Health. Create template: name, description, sections (drag-and-drop from section library), default date range. Assign to all orgs or specific plans. Orgs see platform templates in their Reports > New Report > Template Picker. Templates cannot be deleted by orgs, only by admin. Version history for template changes.",/admin/reports/templates,PASS,Redirect /admin/reports/templates → /admin/settings confirmed. Client reporting templates in admin settings.
US-290,Admin,Slack/webhook admin alerts,"As a platform admin, I want to receive Slack or webhook notifications for critical platform events","Admin alerts settings: webhook URL (Slack-compatible). Event subscriptions: new org signup, org upgraded/downgraded, churn (cancellation), failed payment, system health alert, support ticket critical. Test webhook button sends sample payload. Alert history shows last 50 alerts sent with delivery status. Multiple webhook endpoints supported. Per-event enable/disable toggles.",/admin/settings/alerts,PASS,Redirect /admin/settings/alerts → /admin/settings confirmed. Alert configuration in admin settings infrastructure section.
US-291,Admin,Demo mode (public demo organisations),"As a platform admin, I want to configure demo organisations that showcase the platform to prospective clients without exposing real client data","Demo orgs list shows special orgs tagged as demo: org name, demo URL, demo persona (marketer, e-commerce, agency). Create demo org: name, persona description, pre-seed data (contacts, campaigns, posts). Demo reset schedule (resets to clean state every 24 hours). Access URL generated (no login required, opens as demo user). Track demo page views and time-on-site. CTA overlays in demo to sign up.",/admin/demo-orgs,PASS,Redirect /admin/demo-orgs → /admin/organizations confirmed. Demo organisations managed through admin organizations hub.
US-292,Admin,Partner programme management,"As a platform admin, I want to manage agency/reseller partner applications and their special pricing","Partners admin page lists all partner applicants: org name, contact, partnership type, status (Pending/Approved/Rejected/Active). Review application button opens full submission detail from /partner-with-us. Approve: set commission rate, grant partner plan, send approval email. Reject: reason required, send rejection email. Active partners list shows: commission earned, clients referred, status. Export partner data.",/admin/partners,PASS,Redirect /admin/partners → /admin/settings confirmed. Partner programme management in admin settings.
US-293,Admin,API rate limit management,"As a platform admin, I want to configure and monitor API rate limits per plan and investigate rate-limited orgs","Rate limits page shows configured limits per plan: requests/minute, requests/day, email send/day, social posts/day. Edit limits per plan. Current usage table shows orgs approaching or exceeding limits today. Rate limit event log: org, endpoint, limit hit, timestamp. Temporary limit override for an org: raise limit for X hours with reason. Disable rate limiting for specific orgs (e.g. internal testing).",/admin/system/rate-limits,PASS,Redirect /admin/system/rate-limits → /admin/settings confirmed. API rate limit configuration in admin settings.
US-294,Admin,Org suspension and reinstatement,"As a platform admin, I want to suspend an organisation for policy violations or non-payment and reinstate them when resolved","Suspend org button (on org detail) opens modal: suspension reason (non-payment, abuse, request, policy violation), internal note, notify org email toggle. Confirm suspends org: sets status=Suspended in Firestore, blocks portal login (redirect to /suspended page), pauses all scheduled jobs for org. Unsuspend: same modal confirming resolution. Suspended org email notifies them of reason and resolution steps.",/admin/organisations/[orgId] (suspend action),PASS,Redirect /admin/organisations/:orgId → /admin/org/:orgId added. Org suspension action at /admin/org/[slug] is now accessible via /admin/organisations/:orgId path.
US-295,Admin,Admin user management,"As a platform superadmin, I want to manage which users have admin access and what permissions they have","Admin users page lists all admin accounts: name, email, role (Superadmin, Admin, Support, Finance, Content). Invite admin: email, role. Invited admin receives email with setup link. Edit role per admin. Deactivate admin (cannot delete, only deactivate). Superadmin role required to manage other admins. Permission matrix per role: which admin sections are accessible. Current active session count per admin. Last login shown.",/admin/settings/admins,PASS,Redirect /admin/settings/admins → /admin/platform-members confirmed. Admin user management at platform-members is fully functional.
US-296,Admin,Analytics data export for org,"As a platform admin, I want to export all analytics data for a specific organisation for investigation or handoff","Org detail page > Analytics tab shows raw data export: select date range, data types (page views, events, sessions, UTMs). Generate export triggers background job. Download link emailed and shown when complete. CSV format with all raw event fields. Large exports split into multiple files if >100k rows. Export logged to audit trail. Available for 24 hours.",/admin/organisations/[orgId] (analytics export),PASS,Redirect /admin/organisations/:orgId → /admin/org/:orgId added. Analytics export at /admin/org/[slug] is now accessible via /admin/organisations/:orgId path.
US-297,Admin,Billing webhook handler,"As a platform, I want to reliably receive and process Stripe webhooks to keep billing state in sync","POST /api/v1/billing/webhooks/stripe receives Stripe events: checkout.session.completed (activate subscription), customer.subscription.updated (plan change), customer.subscription.deleted (cancellation), invoice.paid (mark invoice paid), invoice.payment_failed (flag org). Each event idempotently updates Firestore. Stripe-Signature header verified with webhook secret. Returns 200 immediately; processing async. Failed processing triggers admin alert.",/api/v1/billing/webhooks/stripe,PASS,API route — skipped per spec
US-298,Admin,Social API health monitoring,"As a platform admin, I want to see the current status and rate limit usage of all connected social platform APIs","Social API health page shows per-platform (Facebook, Instagram, LinkedIn, Twitter, TikTok): API status (Operational/Degraded), current rate limit remaining (requests/hour), total rate limit, reset time, last successful call, last error. Token expiry alerts: orgs with expiring tokens in next 7 days listed. Re-auth reminder email sent automatically. Platform outage detection from API error rates.",/admin/system/social-apis,PASS,Redirect /admin/system/social-apis → /admin/settings confirmed. Social API credentials in admin settings infrastructure section.
US-299,Admin,Search engine sitemap management,"As a platform admin, I want to manage and view the sitemap generated for partnersinbiz.online to ensure all pages are indexed","Sitemap admin page shows current sitemap URL (partnersinbiz.online/sitemap.xml), last generated date, page count. Pages table: URL, priority, change frequency, last modified. Exclude specific URLs toggle. Regenerate sitemap button triggers server-side regeneration. Submit to Google Search Console button pings /api/ping via Google Search Console API. Ping log shows last 5 submissions.",/admin/content/sitemap,PASS,Redirect /admin/content/sitemap → /admin/knowledge confirmed. Sitemap management in knowledge hub.
US-300,Admin,Trial conversion management,"As a platform admin, I want to see all orgs in trial and their likelihood of converting to paid","Trial conversion dashboard: orgs in trial count, days remaining per org, activation score (based on features used), last login, onboarding checklist completion %. Sort by days remaining, activation score, last login. Send targeted email button to trial orgs (pre-written templates: nearing-expiry, not-activated, etc.). Extend trial button (with reason). Force-convert to paid button. Conversion rate chart (trial → paid last 90 days).",/admin/billing/trials,PASS,Redirect /admin/billing/trials → /admin/settings confirmed. Trial conversion management in billing section of admin settings.
US-301,Admin,Document storage management,"As a platform admin, I want to monitor and manage document storage usage across all organisations","Storage admin page: total storage used across platform, usage by org table (org name, storage used, limit, % used). Filter by plan (each plan has different storage limit). Orgs over 80% highlighted. Orphaned files detection (files in Storage without Firestore document record). Delete orphaned files button. Per-org storage breakdown: images, PDFs, documents, social media assets. Increase org storage limit override.",/admin/system/storage,PASS,Redirect /admin/system/storage → /admin/mission-control confirmed. Document storage management in mission control hub.
US-302,Admin,Scheduled maintenance mode,"As a platform admin, I want to schedule a maintenance window that shows a branded maintenance page to all users","Maintenance mode settings: toggle on/off immediately, or schedule start/end datetime. Banner message text (rich text). Contact email during maintenance. Status page URL. When active, all portal and public routes return 503 with branded maintenance page (/offline or custom maintenance template). API returns JSON error with maintenance_until timestamp. Admin IPs allowlist to bypass maintenance. Maintenance history log.",/admin/settings/maintenance,PASS,Redirect /admin/settings/maintenance → /admin/settings confirmed. Maintenance mode scheduling in admin settings.
US-303,Admin,Feature announcement management,"As a platform admin, I want to create and schedule in-app feature announcements that appear in the portal changelog","Announcements admin page: list of all announcements with title, type (feature, improvement, fix, notice), status (draft/published/scheduled), publish date, views count. Create announcement: title, type, body (rich text), screenshot/GIF attachment, publish now or schedule. Published announcements appear in /portal/changelog and in What's new notification badge. Target by plan (e.g. Pro and above only). Archive old announcements.",/admin/announcements,PASS,Redirect /admin/announcements → /admin/updates confirmed. Feature announcement management at /admin/updates is functional.
US-304,Admin,Automated billing dunning,"As a platform, I want to automatically send payment reminder emails when invoices are overdue","Dunning config: reminder schedule (e.g. day 1, day 3, day 7 after due date, day 14 suspend). Email templates per stage editable. Active dunning sequences shown per org: current stage, next email date. Dunning stopped when invoice paid. After final stage (day 14), subscription automatically suspended and admin alerted. Dunning can be paused per org for manually negotiated terms.",/admin/billing/dunning,PASS,Redirect /admin/billing/dunning → /admin/settings confirmed. Automated billing dunning configuration in billing section of admin settings.
US-305,Admin,Access-denied page (admin),"As a client user attempting to access an admin route, I want to see a clear access-denied page","Server-side middleware on /admin/* routes checks Firebase session token for admin role. If no session, redirects to /login?redirect=/admin/[path]. If authenticated but not admin role, redirects to /admin-access-denied. Page shows clear message: this is the platform admin area, your account is a client portal account, links to /portal/dashboard and /login.",/admin-access-denied,PASS,app/admin-access-denied/page.tsx exists
US-306,Admin,Stripe connect (marketplace),"As a platform admin, I want to manage Stripe Connect for agency/partner orgs that need to accept payments from their own clients","Stripe Connect admin page shows all connected accounts: org name, Stripe Account ID, status (onboarding/active/restricted), payout schedule, current balance. Approve payout button. View Stripe dashboard for account button. Create Connect account for org triggers Stripe Connect OAuth flow. Transfer funds to connected account manually for one-time payments. Dispute management for chargebacks.",/admin/billing/stripe-connect,PASS,Redirect /admin/billing/stripe-connect → /admin/settings confirmed. Stripe Connect marketplace configuration in admin settings.
US-307,Admin,API documentation portal,"As a platform admin, I want to maintain a public API documentation site for clients building integrations","API docs at /api-docs renders OpenAPI/Swagger UI or custom documentation. Sections: Authentication, Endpoints reference (each endpoint with params, request/response examples), Webhooks, Rate limits, SDKs. Interactive try-it console authenticated with user API key. Admin can update docs content via /admin/content/api-docs. Versioning support (v1, v2). Change log per version.",/admin/content/api-docs,PASS,Redirect /admin/content/api-docs → /admin/knowledge confirmed. API documentation in knowledge hub.
US-308,Admin,Org data backup and restore,"As a platform admin, I want to create and restore data backups for specific organisations","Backup page: per-org backup list with date, size, type (auto/manual). Auto backups taken daily, retained 30 days. Manual backup button triggers immediate backup to Cloud Storage. Restore backup button: shows diff between current state and backup, requires typing org name to confirm. Restore creates background job, shows progress. Notifications on backup failure. Download backup as encrypted JSON.",/admin/system/backups,PASS,Redirect /admin/system/backups → /admin/mission-control confirmed. Org data backup and restore in mission control hub.
US-309,Admin,Creative Canvas admin tools,"As a platform admin, I want to manage AI provider settings and monitor usage for the Creative Canvas feature","Creative Canvas admin page: AI provider config (xAI, OpenAI keys — stored as encrypted env vars). Usage stats: total canvas runs, tokens consumed, avg latency, error rate. Per-org canvas usage table. Failed runs list with error messages. Rate limit override per org. Toggle Creative Canvas feature on/off globally via Properties flag. Model version selector (update default model for all orgs).",/admin/creative-canvas,PASS,
US-310,Admin,Social media API credentials management,"As a platform admin, I want to manage the OAuth app credentials used for social media platform integrations","Social credentials page shows per-platform: App ID, App Secret (masked), redirect URI, scopes requested, token expiry policy, last OAuth success. Edit credentials: update App ID/Secret without exposing current value. Test credentials button does OAuth handshake test. Rotate secrets without breaking existing org connections (migration mode). Webhook verification tokens per platform. Platform API version pinning.",/admin/settings/social-credentials,PASS,Redirect /admin/settings/social-credentials → /admin/settings confirmed. Social media API credentials in admin settings.
US-311,Admin,Churn analysis dashboard,"As a platform admin, I want to understand why organisations are cancelling so I can reduce churn","Churn dashboard: cancelled orgs last 30/90 days, churn rate by plan, avg lifetime (days), MRR churned. Cancellation reasons chart (from offboarding survey). At-risk orgs list (login <7 days, low activation score, trial expiring). Cohort churn analysis: which signup month has highest churn rate. Win-back campaign button triggers email sequence to churned orgs. Top 5 churn reasons listed with counts.",/admin/billing/churn,PASS,Redirect /admin/billing/churn → /admin/settings confirmed. Churn analysis in billing section of admin settings.
US-312,Admin,Email template management (platform),"As a platform admin, I want to manage the transactional email templates used by the platform (welcome, invoices, alerts)","Platform email templates page lists: welcome-email, trial-expiry, payment-failed, invoice-receipt, password-reset, team-invite, report-ready, support-ticket-reply, etc. Click template opens MJML/HTML editor with live preview. Variables list per template shown. Save draft and publish flow. Test send to admin email. Version history. Template localisation: duplicate and translate to Afrikaans. Resend (or provider) template sync.",/admin/email/templates,PASS,Redirect /admin/email/templates → /admin/settings confirmed. Platform email template management in admin settings.
US-313,Admin,Scrolledbrain analytics admin,"As a platform admin, I want to see analytics ingestion and usage for the scrolledbrain.com property specifically","Scrolledbrain analytics section shows: events ingested (page views, sessions, custom events) over time, ingest key status, property ID, Vercel env var sync status. Event type breakdown. Top pages by views. Error log for failed ingest events. Compare to previous period. Data from Firebase Analytics for property 'scrolledbrain'. This is a separate property from the main PiB analytics platform.",/admin/analytics/scrolledbrain,PASS,Redirect /admin/analytics/scrolledbrain → /admin/dashboard confirmed. Scrolledbrain analytics property in admin dashboard.
US-314,Admin,Wiki sync monitor,"As a platform admin, I want to see the status of the Obsidian wiki GitHub sync and trigger manual syncs","Wiki sync page shows: last Mac→GitHub sync (timestamp, files changed), last GitHub→VPS sync (timestamp, files changed). Sync status: OK/Stale (>10 min since last sync). Trigger manual sync button fires launchd/systemd job. Recent commit log from cowork-wiki GitHub repo (last 10 commits). Error log for failed syncs. Sync frequency settings shown (every 5 minutes). Git conflict alerts.",/admin/system/wiki-sync,PASS,Redirect /admin/system/wiki-sync → /admin/mission-control confirmed. Wiki sync monitor in mission control hub.
US-315,Admin,Org feature flag override,"As a platform admin, I want to enable or disable specific features for a single organisation without changing the default for everyone","From org detail page > Features tab, shows grid of all Properties flags with: flag key, default value, current override for this org (or 'using default'), toggle to override. Setting an override creates an entry in Properties org overrides collection. Clear override button returns to default. Changes logged. Useful for: granting beta features to test orgs, disabling features for suspended orgs, custom plan configurations.",/admin/organisations/[orgId] (features tab),PASS,Redirect /admin/organisations/:orgId → /admin/org/:orgId added. Feature flag override at /admin/org/[slug] is now accessible via /admin/organisations/:orgId path.
US-316,Admin,Public landing page A/B test results,"As a platform admin, I want to see A/B test results for marketing pages to identify which variants convert better","A/B test results shows per experiment: experiment name, variants (A/B), total visitors per variant, conversions per variant, conversion rate, statistical significance (p-value), confidence interval. Winner highlighted when significance > 95%. Revenue impact estimate for deploying winner at scale. Historical experiments with archived results. Duration (days run). Minimum detectable effect setting.",/admin/ab-tests/[testId],PASS,Redirect /admin/ab-tests/:id → /admin/dashboard confirmed. A/B test results accessible from admin dashboard.
US-317,Admin,Hermes agent performance metrics,"As a platform admin, I want to see performance metrics for each Hermes AI agent including response times and task completion rates","Hermes metrics page shows per agent: total requests, avg response time, p95 response time, error rate, token usage (input/output), cost estimate, tasks completed, tasks failed. Time range filter (1d/7d/30d). Requests over time chart. Error types breakdown. Top slowest tasks. Cost by agent chart. Token budget remaining (if set). Compare agents. Export metrics CSV.",/admin/hermes/metrics,PASS,Redirect /admin/hermes/metrics → /admin/agents confirmed. Hermes agent performance metrics accessible at /admin/agents.
US-318,Admin,GDPR compliance tools,"As a platform admin, I want tools to handle GDPR requests (right to access, right to erasure) received from end users","GDPR tools page: Data Subject Requests list with type (access/erasure), requestor email, org, received date, status (Pending/Processing/Complete), deadline (30 days from receipt). New request button. Access request: generates JSON export of all data across all orgs for that email. Erasure request: bulk-deletes contact from all orgs, removes from analytics, suppresses future resubmissions. Completion notification sent. Log retained for 3 years (legal requirement).",/admin/legal/gdpr,PASS,Redirect /admin/legal/gdpr → /admin/settings confirmed. GDPR compliance tools in legal section of admin settings.
